"x","y","population"
0.0875,52.229166666575,1001
0.0958333333333333,52.229166666575,169
0.104166666666667,52.229166666575,57
0.1125,52.229166666575,1073
0.120833333333333,52.229166666575,3607
0.129166666666667,52.229166666575,4935
0.1375,52.229166666575,5905
0.145833333333333,52.229166666575,4176
0.154166666666667,52.229166666575,372
0.1625,52.229166666575,260
0.170833333333333,52.229166666575,153
0.179166666666667,52.229166666575,136
0.0875,52.220833333225,184
0.0958333333333333,52.220833333225,1556
0.104166666666667,52.220833333225,1800
0.1125,52.220833333225,2430
0.120833333333333,52.220833333225,4075
0.129166666666667,52.220833333225,5315
0.1375,52.220833333225,5049
0.145833333333333,52.220833333225,4640
0.154166666666667,52.220833333225,561
0.1625,52.220833333225,581
0.170833333333333,52.220833333225,444
0.179166666666667,52.220833333225,94
0.0875,52.212499999875,197
0.0958333333333333,52.212499999875,382
0.104166666666667,52.212499999875,2092
0.1125,52.212499999875,2657
0.120833333333333,52.212499999875,2948
0.129166666666667,52.212499999875,3417
0.1375,52.212499999875,3379
0.145833333333333,52.212499999875,2480
0.154166666666667,52.212499999875,1519
0.1625,52.212499999875,2126
0.170833333333333,52.212499999875,2025
0.179166666666667,52.212499999875,418
0.0875,52.204166666525,42
0.0958333333333333,52.204166666525,130
0.104166666666667,52.204166666525,1796
0.1125,52.204166666525,1822
0.120833333333333,52.204166666525,2126
0.129166666666667,52.204166666525,2953
0.1375,52.204166666525,2607
0.145833333333333,52.204166666525,2430
0.154166666666667,52.204166666525,1535
0.1625,52.204166666525,294
0.170833333333333,52.204166666525,117
0.179166666666667,52.204166666525,22
0.0875,52.195833333175,82
0.0958333333333333,52.195833333175,616
0.104166666666667,52.195833333175,1631
0.1125,52.195833333175,728
0.120833333333333,52.195833333175,1743
0.129166666666667,52.195833333175,1215
0.1375,52.195833333175,1350
0.145833333333333,52.195833333175,2354
0.154166666666667,52.195833333175,2215
0.1625,52.195833333175,492
0.170833333333333,52.195833333175,1075
0.179166666666667,52.195833333175,801
0.0875,52.187499999825,56
0.0958333333333333,52.187499999825,94
0.104166666666667,52.187499999825,35
0.1125,52.187499999825,51
0.120833333333333,52.187499999825,1301
0.129166666666667,52.187499999825,810
0.1375,52.187499999825,1417
0.145833333333333,52.187499999825,1721
0.154166666666667,52.187499999825,1765
0.1625,52.187499999825,900
0.170833333333333,52.187499999825,1215
0.179166666666667,52.187499999825,1139
0.0875,52.179166666475,162
0.0958333333333333,52.179166666475,782
0.104166666666667,52.179166666475,148
0.1125,52.179166666475,850
0.120833333333333,52.179166666475,936
0.129166666666667,52.179166666475,276
0.1375,52.179166666475,2372
0.145833333333333,52.179166666475,1898
0.154166666666667,52.179166666475,1519
0.1625,52.179166666475,865
0.170833333333333,52.179166666475,200
0.179166666666667,52.179166666475,188
